VPG,2018-11-23,33.39,33.66,31.32,32.79,32.59,Stay Long
WBA,2018-11-23,82.34,82.99,78.28,80.81,80.69,Stay Long
WDAY,2018-11-23,133.55,135.87,117.72,135.26,129.62,Stay Long
WDC,2018-11-23,46.13,48.09,42.60,47.34,46.01,Stay Long
WEN,2018-11-23,17.77,18.02,17.39,17.75,17.72,Stay Long
WGO,2018-11-23,25.66,26.36,24.60,25.73,25.56,Stay Long
WP,2018-11-23,81.85,82.83,75.88,79.49,79.40,Stay Long
WWE,2018-11-23,65.39,65.44,58.50,62.60,62.18,Stay Long
XHB,2018-11-23,34.12,34.81,33.39,34.53,34.24,Stay Long
XLNX,2018-11-23,90.26,90.39,83.45,87.26,87.03,Stay Long
YETI,2018-11-23,17.49,18.25,16.57,18.09,17.64,Stay Long
ZEN,2018-11-23,54.54,55.82,45.60,53.10,51.51,Stay Long
ZNH,2018-11-23,33.61,34.38,31.95,34.33,33.55,Stay Long
ZTO,2018-11-23,16.80,16.82,15.56,16.48,16.29,Stay Long
