BBY
LBTYA
IRM
FCX
GME
JWN
M
EEM
IYT
KOL
USO
XTN
IWM
GE
NFLX
AAL
UAL
IP
WRK
COH
MAS
MNK
FTI
GLD
SLV
SLX
XME
XRT
ESRX
KR
CAT
DAL
HAL
AAL
LB
CCL
SYF
BSX
ROST
DG
O
WFM
NEM
KSS

GME
INCR
AMTD
ETFC
WDAY
BBY
TGT
NVDA
STLD
IWM
CRM
AIG
AKAM
AKS
BHI
AVP
BIDU
BK
BMY
COG
CREE
CRUS
CTSH
DECK
DFS
DVN
ESRX
ETFC
FDX
FFIV
FOSL
GE
LULU
MET
MGM
MPC
MTG
NAV
NVDA
QCOM
RSX
SBUX
SCHW
SU
SYF
TGT
TRIP
TSN
UPS
VZ
XLNX
YELP
Z
ZG

RIO
PBR


ASTE
CLGX
SSTK
PJC
NPBC
OZRK
CBRL
TXRH
IGT
CMC
NUE
WCC
EXPE
JBHT
HEES
TKR
CF




